"","x"
"324",30.6081760779277
"325",28.4499538067062
"326",29.3149696257926
"327",32.115604802086
"328",33.1802724134023
"329",32.7463111061463
"330",33.6659806775682
"331",32.0480864142608
"332",30.9351415000897
"333",31.6786210384672
"334",31.5775663673522
"335",31.3265127546181
"336",33.2915892874038
"337",31.5052598637144
"338",30.2060554235679
"339",31.4125155696809
"340",31.5539995715517
"341",30.9129732120943
"342",30.6695871561976
"343",32.496962535955
"344",34.1694053276654
"345",34.4321847493875
"346",32.7642411830478
"347",31.1121813313437
"348",29.8026414908254
"349",30.3331970153502
"350",31.893557376809
"351",32.6983886252247
"352",32.4922402783325
"353",31.0350395190462
"354",29.841541728681
"355",30.449504234312
"356",30.772705763943
"357",32.0185606578879
"358",32.9297803581155
"359",33.2099182439593
"360",32.7412077082897
"361",33.3810875550124
"362",33.3535133024257
"363",33.6093826193101
"364",32.5735115297117
"365",31.8104218947973
"366",32.8081651687196
"367",32.8362091462726
"368",33.1328096874708
"369",33.9900213322166
"370",34.3137791731783
"371",34.319186168703
"372",32.5139890971161
"373",32.5441474685792
"374",33.4010578315565
"375",32.1127376554524
"376",31.7971794050676
"377",31.9129088668576
"378",30.4394305046599
"379",31.2410693403907
"380",33.1902970813459
"381",33.1303424178578
"382",33.6987306178896
"383",33.4671223559522
"384",32.4618745490873
"385",32.6356971402926
"386",33.2630738235676
"387",34.8313797092343
"388",33.9432895346738
"389",33.7591030798915
"390",33.3289979238297
"391",33.6214690603897
"392",34.0299016339652
"393",35.1822795498944
"394",34.5432356855887
"395",33.2061388856198
"396",33.5408690180412
"397",32.6987573905971
"398",33.6279697777882
"399",34.0987733119707
"400",33.8758972102947
"401",34.1540290279649
"402",35.3725662970104
"403",36.2676019033903
"404",37.3720622799346
"405",35.6888038769206
"406",33.4419459539949
"407",32.6549661257026
"408",30.8737751323245
"409",28.5039835758777
"410",27.6375581493113
"411",28.4941300688866
"412",30.1649671032992
"413",31.8055049286828
"414",34.3093147313154
"415",35.1296303708196
"416",35.535451538508
"417",35.6794948369657
"418",34.6108928784336
"419",33.2859501925915
"420",33.6115880673227
"421",34.44815198062
"422",33.7826947778302
"423",34.6542700707748
"424",32.8810019057936
"425",32.7758642508181
"426",32.8692853761934
"427",32.4836326772696
"428",32.6001148253538
"429",32.1698970980125
"430",33.3807250531404
"431",33.0182731970321
"432",33.8337522727807
"433",34.6115515190989
"434",33.562301935814
"435",32.7522872844368
"436",32.473095522098
"437",32.235327001528
"438",33.0882213314678
"439",32.3365093919415
"440",30.474140416616
"441",29.1796796108749
"442",29.9184504150899
"443",31.9174352199403
"444",30.8430929528046
"445",29.7989977480903
"446",31.8140952629424
"447",31.8623587183412
"448",31.7513238538563
"449",30.7629980101296
"450",31.9669589200233
"451",31.9335278518466
"452",30.0023566669817
"453",31.4046943509196
"454",32.3559657199019
"455",31.2506827548127
"456",30.3330890905896
"457",31.1640876637612
"458",31.384991801416
"459",33.2213556918854
"460",32.9064682866142
"461",32.654714309222
"462",31.7861333179511
"463",31.7002699557078
"464",30.8698307412291
"465",29.5639722464669
"466",28.8444729142647
"467",31.7698524882873
"468",32.5920028885693
"469",31.2109354588674
"470",30.3507300616955
"471",32.7329742252616
"472",34.041240642414
"473",34.4508476403886
"474",34.5466020863501
"475",32.1541747694796
"476",28.6479417028945
"477",29.2859828092965
"478",30.7101027855989
"479",30.9667387910688
"480",33.0241400884851
"481",30.4960296418814
"482",29.5759502432957
"483",31.955698506698
"484",31.5469796414136
"485",33.0828199276211
"486",32.9002352325219
"487",32.9441339902176
"488",35.3870695322004
"489",34.0875065429469
"490",30.850178669614
"491",31.3323239578869
"492",30.9344681768603
"493",31.7219711630891
"494",31.1165869369861
"495",30.5373821498169
"496",31.5910334508275
"497",31.680114096883
"498",32.0484344625354
"499",31.7700279099076
"500",31.1990422684548
"501",33.0697146811287
"502",33.7124280017382
"503",33.8533918219383
"504",32.8696138273863
"505",31.2468923143109
"506",32.4714088286704
"507",34.0310693186154
"508",32.2612757247636
"509",32.4707622130546
"510",33.010154793919
"511",31.5278407865661
"512",31.3069724276302
"513",31.3386724597085
"514",32.2929559931102
"515",34.3799090212354
"516",35.0298894988348
"517",33.7921862108455
"518",32.4776189374684
"519",31.3351755933156
"520",30.9526241354128
"521",30.8933590715029
"522",30.7294806585228
"523",30.4358131529235
"524",29.8995321033704
"525",32.4818220926789
"526",33.5289960970106
"527",33.0404397059048
"528",34.3230395807685
"529",34.1853431531108
"530",32.6140475700862
"531",32.1724901108097
"532",32.3114395602992
"533",32.1823059443936
"534",30.9477070196594
"535",32.2222590483804
"536",31.3851364776125
"537",31.4577317231386
"538",32.2576909166355
"539",32.9148194657516
"540",33.5211862952578
"541",32.6159157882522
"542",32.8102319307279
"543",32.3883157792796
"544",34.3677864135152
"545",34.2821691416342
"546",30.660551540463
"547",29.2808883859192
"548",31.8900274776954
"549",32.7689320372473
"550",32.5116463924119
"551",31.9176623754874
"552",32.1208643476959
"553",32.3452899472955
"554",32.915953446217
"555",34.3005500214891
"556",32.7404866127048
"557",33.3992206303354
"558",34.3054188438402
"559",34.2523487583534
"560",33.9421633902966
"561",34.0923226397627
"562",33.105548800413
"563",32.1407907988318
"564",32.8344663017685
"565",34.0338818523506
"566",33.5960752428716
"567",32.5125301815375
"568",32.5924634967049
"569",33.25210832625
"570",33.0175166443202
"571",31.050567971868
"572",30.4045177012789
"573",31.6728719350161
"574",31.7654010419526
"575",31.1891982518132
"576",31.1059970519288
"577",31.5438125571249
"578",31.0421801937533
"579",31.9380796082744
"580",32.1456625721911
"581",33.5243217063575
"582",34.2852452270498
"583",34.8526731701652
"584",34.3416218368633
"585",32.5891434034073
"586",32.5799259177908
"587",34.2266771583564
"588",32.3942803342104
"589",33.0936525113542
"590",33.5571105635215
"591",33.9033424611474
"592",32.7764984478004
"593",31.145668090647
"594",32.6575314198406
"595",34.1559166773064
"596",32.0212246087046
"597",30.6450304400139
"598",31.4567273461401
"599",31.8567934397845
"600",31.9705241681417
"601",33.9164370642462
"602",35.3538343360057
"603",34.489721135661
"604",32.3534070604259
"605",31.7927951638215
"606",32.8184940495362
"607",32.5973923505033
"608",32.5599383001061
"609",32.7943566964632
"610",32.3737995191462
"611",31.5803880425122
"612",32.863650437636
"613",34.0729672706078
"614",34.2669171494133
"615",34.9061778339993
"616",35.3623525436117
"617",33.2987686433986
"618",33.1131831893919
"619",33.8974584166471
"620",33.5519509209881
"621",34.3205357230211
"622",35.1919806445706
"623",34.577439003911
"624",33.250350716156
"625",33.0301918304774
"626",31.8779101686784
"627",33.6485708485901
"628",33.0068358529637
"629",33.4812828915331
"630",34.7038075542203
"631",34.5505495060101
"632",32.1144943367141
"633",30.9263916353597
"634",31.4064973278357
"635",31.730009901285
"636",33.390242491159
"637",33.6269577077404
"638",33.3935962706192
"639",33.7742301511773
"640",33.112034676674
"641",33.1547120226989
"642",32.1738705644601
"643",30.8508835427127
"644",33.2151053928206
"645",34.4102157480856
"646",34.4854604718702
"647",33.8706522925185
"648",34.6161273770066
"649",33.7328377082655
"650",33.3673867249837
"651",32.3284010719716
"652",32.0435522004372
"653",31.870540483433
"654",30.6104333682093
"655",30.743743555839
"656",33.64233874341
"657",34.6200942400509
"658",32.7091292402439
"659",32.7180789552628
"660",32.037028092756
"661",31.6101817713518
"662",31.7916596320891
"663",29.5721463547265
"664",29.3215540430667
"665",29.5269351900535
"666",28.7306146792377
"667",30.3949443176311
"668",32.7898680422991
"669",34.4062465679037
"670",33.5293434272852
"671",33.3062291054707
"672",31.7939008938026
"673",33.4440408048651
"674",34.3652542740663
"675",34.7137087819152
"676",34.4537625850249
"677",32.8906082301683
"678",30.0494024419497
"679",29.4922816457984
"680",30.2913621871296
"681",30.5346396650646
"682",30.361259095571
"683",29.9840221059195
"684",29.6642446399108
"685",30.7450153870763
"686",30.5372934980242
"687",32.4613130039276
"688",32.0737022753444
"689",31.8893545017239
"690",33.2416721392499
"691",32.7923515079283
"692",32.6853309298425
"693",32.2649549143375
"694",31.2142240226111
"695",31.4438431346063
"696",31.3177761593242
"697",30.7744987699098
"698",32.1639278267094
"699",32.4502337011751
"700",31.0781641288708
"701",30.0687639952082
"702",31.3913806885021
"703",34.0320944010995
"704",33.3720606237041
"705",33.9477289601369
"706",33.6794998207222
"707",33.2819259479106
"708",32.8848434246713
"709",31.7429903797471
"710",32.9974175648625
"711",32.978550245124
"712",31.2587888586564
"713",33.2421459628141
"714",33.0752176192994
"715",30.5059620459137
"716",30.0668513683539
"717",32.3138897836274
"718",31.5119035922268
"719",30.7330794291089
"720",30.5968186004489
"721",30.3096223675691
"722",28.4523837741838
"723",28.4537851354427
"724",30.7920286652037
"725",33.511916775405
"726",32.5914911519812
"727",31.7399740905562
"728",32.9829794105512
"729",32.0037735740131
"730",31.568256193418
"731",31.1934498452773
"732",33.3176876359165
"733",34.29971480263
"734",33.9971064349803
"735",33.3425395866533
"736",33.9649207270702
"737",33.8149431165846
"738",32.6435869061403
"739",33.051772802876
"740",32.2128842800375
"741",33.2455295205412
"742",35.3595762114786
"743",35.9362816443922
"744",35.2690045945086
"745",34.9134124880334
"746",34.1365697978268
"747",33.732760670793
"748",34.3961938230369
"749",34.6113753601409
"750",34.2154163525648
"751",34.3194628408821
"752",34.5843127352904
"753",33.0118886823069
"754",32.4827022612526
"755",33.1305490800209
"756",34.0431184342339
"757",34.5084496628454
"758",34.9629784245919
"759",33.7472838291006
"760",30.9354685280992
"761",30.5208757549829
"762",32.2144949553567
"763",32.1298228744675
"764",30.8178739109521
"765",30.9721361669487
"766",31.4384824878932
"767",29.0074719748612
"768",29.4399611015502
"769",30.1985879913945
"770",30.1656115419018
"771",30.5813992376612
"772",30.460811408089
"773",30.0531680093954
"774",30.0066238282979
"775",31.7622283409429
"776",32.6186342300256
"777",33.1853183065056
"778",32.4035317864554
"779",30.239893453857
"780",32.9714122010031
"781",34.0044391293763
"782",33.1956252851022
"783",32.8481373142986
"784",33.5944928114345
"785",34.5159796481479
"786",32.0733180501583
"787",30.0488908876093
"788",29.0602614256144
"789",27.9574024372254
"790",27.608793453732
"791",29.2224798545813
"792",30.6233237611319
"793",31.9959365405484
"794",32.4454142494234
"795",31.9616997141137
"796",31.2124134357484
"797",30.5145814058477
"798",30.7099918290677
"799",30.4821537438432
"800",29.9018604218942
"801",29.9423304462864
"802",29.4312979122416
"803",29.4313744559477
"804",29.1599146115647
"805",29.232901903766
"806",30.464460341379
"807",31.5134883382076
"808",30.7943859469874
"809",30.989799871647
"810",32.3256561324614
"811",32.1541739332995
"812",33.1868611642402
"813",31.2117896434219
"814",30.1547349656621
"815",32.8740832052591
"816",33.6501305887956
"817",33.5983067336412
"818",33.3285902624333
"819",33.489614061414
"820",34.0696743770314
"821",32.655029147134
"822",31.9389398878991
"823",31.4224843158751
"824",31.5827669250354
"825",32.3596078379905
"826",33.7539674750048
"827",33.5130577859477
"828",34.5357577826067
"829",34.8942681366788
"830",32.0586281519639
"831",30.8796254399909
"832",31.585350915517
"833",30.1568655425807
"834",30.5794189722804
"835",31.3539130006437
"836",31.5289598057483
"837",32.9224608454726
"838",34.7821544359145
"839",34.8203139782928
"840",35.1492772203349
"841",33.5261533275247
"842",32.454036537268
"843",31.1326263513789
"844",31.6225836366549
"845",32.6692258292974
"846",33.3474999537888
"847",33.1453211214283
"848",34.2393730687122
"849",33.225346372597
"850",32.252110483846
"851",30.8662173028914
"852",32.1986290655895
"853",33.9916231588446
"854",31.663727227589
"855",34.1052945010373
"856",35.5458835795812
"857",34.5186165851723
"858",29.4742149244642
"859",28.2814575591606
"860",29.2252775821869
"861",28.7217831306059
"862",30.6331868560164
"863",30.3789399106506
"864",30.2090828102461
"865",31.5146260427987
"866",33.5002775925734
"867",32.963483622664
"868",32.4123400723079
"869",33.1451575856331
"870",32.42355858055
"871",32.4986062553201
"872",34.2934228399774
"873",35.8231322189621
"874",36.4018778985448
"875",35.9111031238648
"876",34.9854755147535
"877",34.7003259577826
"878",35.7748865734603
"879",35.2197927870571
"880",35.9746731481243
"881",34.9754857764501
"882",32.3833968438437
"883",31.6058824107119
"884",33.3515845429285
"885",33.6593176537991
"886",31.5907746985095
"887",31.946529352081
"888",34.579809821182
"889",36.9859466892757
"890",37.1020465091884
"891",36.9247228455578
"892",36.466010101599
"893",36.730483136837
"894",35.6534637126182
"895",34.5365146527279
"896",34.3120354363254
"897",31.9761028752216
"898",32.5431863103037
"899",32.1001793567334
"900",32.5260686613939
"901",32.0360928720009
"902",30.1338297965687
"903",30.2744299451059
"904",30.3151207644766
"905",30.7726412473982
"906",30.2823530785567
"907",31.6071034966611
"908",31.7163432075167
"909",32.4080188577632
"910",35.1387549920246
"911",35.5155165012695
"912",34.6532718357481
"913",34.3058419795066
"914",33.3808111563724
"915",33.7888962733433
"916",33.24035367
"917",33.0467628182651
"918",34.2761248540798
"919",35.8358973853601
"920",35.7338450071506
"921",35.4790831377734
"922",34.0327433582778
"923",32.867895830298
"924",32.3193109791037
"925",31.3196893911921
"926",30.7202897539069
"927",32.2734993363523
"928",31.6957871243086
"929",32.4694533175516
"930",34.4314024267515
"931",35.1820471532342
"932",34.195659379559
"933",35.7039475278234
"934",34.1336689047948
"935",31.8720433972518
"936",30.0225117184109
"937",31.0665679632915
"938",33.8341500315547
"939",33.9701675582665
"940",32.8176791476357
"941",33.0333481555786
"942",34.2329599720312
"943",33.3280867729767
"944",34.6223080480383
"945",35.4532447736859
"946",35.0049725663949
"947",35.3101177372033
"948",34.1894367139254
"949",31.8222677742966
"950",32.5360376550988
"951",33.7464150397118
"952",35.4488967514236
"953",34.1729473948712
"954",34.1506752758446
"955",32.3533268861625
"956",32.6799348575228
"957",33.7003204575552
"958",33.3732932675506
"959",32.6303963885838
"960",32.3205175596115
"961",33.3547120003876
"962",33.8726353901717
"963",32.756414003883
"964",34.5603880307877
"965",34.4603463250743
"966",31.8969353169879
"967",34.2606747078712
"968",34.6596833415961
"969",33.6758574717899
"970",33.8821705958338
"971",34.0687227204636
"972",33.5507479734805
"973",33.7469658977985
"974",32.9901888496655
"975",30.4856027818614
"976",28.9892091896797
"977",29.6942526488493
"978",31.9693094466158
"979",33.5253965278883
"980",32.203413409082
"981",34.553583248633
"982",34.7650580909747
"983",33.9048024893274
"984",33.965331577967
"985",32.4030934219871
"986",32.5507311573097
"987",31.7880393039697
"988",30.3309521994495
"989",29.9560220853634
"990",29.6360202623442
"991",30.9061440998476
"992",32.1592996285988
"993",33.0373261279467
"994",34.3985601787663
"995",32.3367898204753
"996",31.4533635391797
"997",32.5994198446316
"998",32.4265475243812
"999",32.0400940901085
"1000",33.8126956826096
